met,Feature Dataset,Feature Class,SourceAttribute,DestinationAttribute,String Type,Definition,Notes
MTA.bikevolume_manualYR2008_PM,MTA.Bicycle,MTA.bikevolume_manual,YR2008_PM,Bike Count 2008 Afternoon,," Bike count for the year of 2008, PM",
MTA.bikevolume_manualYR2009_PM,MTA.Bicycle,MTA.bikevolume_manual,YR2009_PM,Bike Count 2009 Afternoon,,,
MTA.bikevolume_manualYR2010_PM,MTA.Bicycle,MTA.bikevolume_manual,YR2010_PM,Bike Count 2010 Afternoon,,,
MTA.bikevolume_manualYR2011_PM,MTA.Bicycle,MTA.bikevolume_manual,YR2011_PM,Bike Count 2011 Afternoon,,,
MTA.bikevolume_manualYR2013_PM,MTA.Bicycle,MTA.bikevolume_manual,YR2013_PM,Bike Count 2013 Afternoon,,,
MTA.bikevolume_manualYR2014_PM,MTA.Bicycle,MTA.bikevolume_manual,YR2014_PM,Bike Count 2014 Afternoon,," Bike count for the year of 2014, PM",
MTA.bikevolume_manualYR2011PADJ,MTA.Bicycle,MTA.bikevolume_manual,YR2011PADJ,Do Not Publish,,,
MTA.bikevolume_manualCHANGE06,MTA.Bicycle,MTA.bikevolume_manual,CHANGE06,Do Not Publish,,,
MTA.bikevolume_manualCHANGE6_07,MTA.Bicycle,MTA.bikevolume_manual,CHANGE6_07,Change 2006 to 2007,, Indicates the change in bicycle counts from 2006 to 2007,
MTA.bikevolume_manualCHANGE6_08,MTA.Bicycle,MTA.bikevolume_manual,CHANGE6_08,Change 2006 to 2008,, Indicates the change in bicycle counts from 2006 to 2008,
MTA.bikevolume_manualCHANGE6_09,MTA.Bicycle,MTA.bikevolume_manual,CHANGE6_09,Change 2006 to 2009,, Indicates the change in bicycle counts from 2006 to 2009,
MTA.bikevolume_manualCHANGE6_10,MTA.Bicycle,MTA.bikevolume_manual,CHANGE6_10,Change 2006 to 2010,, Indicates the change in bicycle counts from 2006 to 2010 ,
MTA.bikevolume_manualSHAPE,MTA.Bicycle,MTA.bikevolume_manual,SHAPE,Do Not Publish,,,
MTA.bikevolume_manualCREATED_USER,MTA.Bicycle,MTA.bikevolume_manual,CREATED_USER,Do Not Publish,,,
MTA.bikevolume_manualCREATED_DATE,MTA.Bicycle,MTA.bikevolume_manual,CREATED_DATE,Do Not Publish,,,
MTA.bikevolume_manualLAST_EDITED_USER,MTA.Bicycle,MTA.bikevolume_manual,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikevolume_manualLAST_EDITED_DATE,MTA.Bicycle,MTA.bikevolume_manual,LAST_EDITED_DATE,Last Edited Date,,,
MTA.bikewaynetwork_pointfeaturesOBJECTID,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,OBJECTID,Object ID,,,
MTA.bikewaynetwork_pointfeaturesCNN,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,CNN,CNN ID,, San Francisco's street centerline network unique ID,
MTA.bikewaynetwork_pointfeaturesCORNER,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,CORNER,Corner,, Identifies which corner of the intersection,
MTA.bikewaynetwork_pointfeaturesSTREET1,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,STREET1,Street 1,,,
MTA.bikewaynetwork_pointfeaturesSTREET2,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,STREET2,Street 2,,Cross street,
MTA.bikewaynetwork_pointfeaturesDESCRIPT,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,DESCRIPT,Description,,Identifies the bike network point feature,
MTA.bikewaynetwork_pointfeaturesCOUNT,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,COUNT,Number of Features,, Number of features,
MTA.bikewaynetwork_pointfeaturesINSTALL_DA,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,INSTALL_DA,Year Installed,, Year feature was installed,
MTA.bikewaynetwork_pointfeaturesEDIT_BY,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,EDIT_BY,Do Not Publish,,Person who last edited this dataset,
MTA.bikewaynetwork_pointfeaturesEDIT_DATE,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,EDIT_DATE,Last Edited Date,,Date that this dataset is last edited,
MTA.bikewaynetwork_pointfeaturesSHAPE,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,SHAPE,Do Not Publish,,,
MTA.bikewaynetwork_pointfeaturesCREATED_USER,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,CREATED_USER,Do Not Publish,,,
MTA.bikewaynetwork_pointfeaturesCREATED_DATE,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,CREATED_DATE,Do Not Publish,,,
MTA.bikewaynetwork_pointfeaturesLAST_EDITED_USER,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikewaynetwork_pointfeaturesLAST_EDITED_DATE,MTA.Bicycle,MTA.bikewaynetwork_pointfeatures,LAST_EDITED_DATE,Last Edited Date,,,
MTA.bikeshare_phasesOBJECTID_1,MTA.Bicycle,MTA.bikeshare_phases,OBJECTID_1,Object ID,,,
MTA.bikeshare_phasesOBJECTID,MTA.Bicycle,MTA.bikeshare_phases,OBJECTID,Object ID,,,
MTA.bikeshare_phasesICON,MTA.Bicycle,MTA.bikeshare_phases,ICON,,,,
MTA.bikeshare_phasesSHAPE_LENG,MTA.Bicycle,MTA.bikeshare_phases,SHAPE_LENG,Do Not Publish,,,
MTA.bikeshare_phasesPHASE,MTA.Bicycle,MTA.bikeshare_phases,PHASE,,,,
MTA.bikeshare_phasesSHAPE,MTA.Bicycle,MTA.bikeshare_phases,SHAPE,Do Not Publish,,,
MTA.bikeshare_phasesCREATED_USER,MTA.Bicycle,MTA.bikeshare_phases,CREATED_USER,Do Not Publish,,,
MTA.bikeshare_phasesCREATED_DATE,MTA.Bicycle,MTA.bikeshare_phases,CREATED_DATE,Do Not Publish,,,
MTA.bikeshare_phasesLAST_EDITED_USER,MTA.Bicycle,MTA.bikeshare_phases,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikeshare_phasesLAST_EDITED_DATE,MTA.Bicycle,MTA.bikeshare_phases,LAST_EDITED_DATE,Last Edited Date,,,
MTA.bikeshare_phasesSHAPE.AREA,MTA.Bicycle,MTA.bikeshare_phases,SHAPE.AREA,Do Not Publish,,,
MTA.bikeshare_phasesSHAPE.LEN,MTA.Bicycle,MTA.bikeshare_phases,SHAPE.LEN,Do Not Publish,,,
MTA.DPH_cyc_high_injry_intrsctnOBJECTID_1,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,OBJECTID_1,Object ID,,,
MTA.DPH_cyc_high_injry_intrsctnOBJECTID,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,OBJECTID,Object ID,, Unique record identifier,
MTA.DPH_cyc_high_injry_intrsctnCNN_INTRSC,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,CNN_INTRSC,,,,
MTA.DPH_cyc_high_injry_intrsctnLATITUDE,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,LATITUDE,,, Latitude of intersection in GCS WGS-84,
MTA.DPH_cyc_high_injry_intrsctnLONGITUDE,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,LONGITUDE,,, Longitude of intersection in GCS WGS-84,
MTA.DPH_cyc_high_injry_intrsctnINTRSCTN_C,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,INTRSCTN_C,,,,
MTA.DPH_cyc_high_injry_intrsctnCNN_INTR_1,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,CNN_INTR_1,,,,
MTA.DPH_cyc_high_injry_intrsctnCHIC_YN,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,CHIC_YN,,, Indicates if cyclist high injury intersection is on a cyclist high injury corridor,
MTA.DPH_cyc_high_injry_intrsctnINJURY,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,INJURY,,, Number of injuries at the intersection from 2007-2011,
MTA.DPH_cyc_high_injry_intrsctnSF,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,SF,,, Number of severe/fatal injuries at intersection from 2007-2011,
MTA.DPH_cyc_high_injry_intrsctnWEIGHT,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,WEIGHT,,,,
MTA.DPH_cyc_high_injry_intrsctnPERCENTILE,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,PERCENTILE,,, Injury percentile the intersection was in out of total intersections/cyclist injuries in San Francisco,
MTA.DPH_cyc_high_injry_intrsctnSHAPE,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,SHAPE,Do Not Publish,,,
MTA.DPH_cyc_high_injry_intrsctnCREATED_USER,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,CREATED_USER,Do Not Publish,,,
MTA.DPH_cyc_high_injry_intrsctnCREATED_DATE,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,CREATED_DATE,Do Not Publish,,,
MTA.DPH_cyc_high_injry_intrsctnLAST_EDITED_USER,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,LAST_EDITED_USER,Do Not Publish,,,
MTA.DPH_cyc_high_injry_intrsctnLAST_EDITED_DATE,MTA.Bicycle,MTA.DPH_cyc_high_injry_intrsctn,LAST_EDITED_DATE,Last Edited Date,,,
MTA.bikestrategynetworkOBJECTID_1,MTA.Bicycle,MTA.bikestrategynetwork,OBJECTID_1,Object ID,,,
MTA.bikestrategynetworkOBJECTID,MTA.Bicycle,MTA.bikestrategynetwork,OBJECTID,Object ID,,,
MTA.bikestrategynetworkCNN,MTA.Bicycle,MTA.bikestrategynetwork,CNN,,,,
MTA.bikestrategynetworkSTREET,MTA.Bicycle,MTA.bikestrategynetwork,STREET,,,,
MTA.bikestrategynetworkST_TYPE,MTA.Bicycle,MTA.bikestrategynetwork,ST_TYPE,,,,
MTA.bikestrategynetworkLF_FADD,MTA.Bicycle,MTA.bikestrategynetwork,LF_FADD,,,,
MTA.bikestrategynetworkLF_TOADD,MTA.Bicycle,MTA.bikestrategynetwork,LF_TOADD,,,,
MTA.bikestrategynetworkRT_FADD,MTA.Bicycle,MTA.bikestrategynetwork,RT_FADD,,,,
MTA.bikestrategynetworkRT_TOADD,MTA.Bicycle,MTA.bikestrategynetwork,RT_TOADD,,,,
MTA.bikestrategynetworkF_NODE_CNN,MTA.Bicycle,MTA.bikestrategynetwork,F_NODE_CNN,,,,
MTA.bikestrategynetworkT_NODE_CNN,MTA.Bicycle,MTA.bikestrategynetwork,T_NODE_CNN,,,,
MTA.bikestrategynetworkZIP_CODE,MTA.Bicycle,MTA.bikestrategynetwork,ZIP_CODE,,,,
MTA.bikestrategynetworkDISTRICT,MTA.Bicycle,MTA.bikestrategynetwork,DISTRICT,,,,
MTA.bikestrategynetworkACCEPTED,MTA.Bicycle,MTA.bikestrategynetwork,ACCEPTED,,,,
MTA.bikestrategynetworkJURISDICTI,MTA.Bicycle,MTA.bikestrategynetwork,JURISDICTI,,,,
MTA.bikestrategynetworkNHOOD,MTA.Bicycle,MTA.bikestrategynetwork,NHOOD,,,,
MTA.bikestrategynetworkLAYER,MTA.Bicycle,MTA.bikestrategynetwork,LAYER,,,,
MTA.bikestrategynetworkCNNTEXT,MTA.Bicycle,MTA.bikestrategynetwork,CNNTEXT,,,,
MTA.bikestrategynetworkSTREETNAME,MTA.Bicycle,MTA.bikestrategynetwork,STREETNAME,,,,
MTA.bikestrategynetworkSHAPE__SDE,MTA.Bicycle,MTA.bikestrategynetwork,SHAPE__SDE,Do Not Publish,,,
MTA.bikestrategynetworkSHAPE_LENG,MTA.Bicycle,MTA.bikestrategynetwork,SHAPE_LENG,Do Not Publish,,,
MTA.bikestrategynetworkPERSLOPE,MTA.Bicycle,MTA.bikestrategynetwork,PERSLOPE,,,,
MTA.bikestrategynetworkSPEEDLIMIT,MTA.Bicycle,MTA.bikestrategynetwork,SPEEDLIMIT,,,,
MTA.bikestrategynetworkLANES_PM,MTA.Bicycle,MTA.bikestrategynetwork,LANES_PM,,,,
MTA.bikestrategynetworkFACILITY_T,MTA.Bicycle,MTA.bikestrategynetwork,FACILITY_T,,,,
MTA.bikestrategynetworkINNOVATIVE,MTA.Bicycle,MTA.bikestrategynetwork,INNOVATIVE,,,,
MTA.bikestrategynetworkHILLY,MTA.Bicycle,MTA.bikestrategynetwork,HILLY,,,,
MTA.bikestrategynetworkB_SPEED,MTA.Bicycle,MTA.bikestrategynetwork,B_SPEED,,,,
MTA.bikestrategynetworkB_WIDTH,MTA.Bicycle,MTA.bikestrategynetwork,B_WIDTH,,,,
MTA.bikestrategynetworkMUNIRAPID,MTA.Bicycle,MTA.bikestrategynetwork,MUNIRAPID,,,,
MTA.bikestrategynetworkHWY,MTA.Bicycle,MTA.bikestrategynetwork,HWY,,,,
MTA.bikestrategynetworkTRUCKRTE,MTA.Bicycle,MTA.bikestrategynetwork,TRUCKRTE,,,,
MTA.bikestrategynetworkGRCONN,MTA.Bicycle,MTA.bikestrategynetwork,GRCONN,,,,
MTA.bikestrategynetworkSCHOOL_PUB,MTA.Bicycle,MTA.bikestrategynetwork,SCHOOL_PUB,,,,
MTA.bikestrategynetworkSCHOOL_PR,MTA.Bicycle,MTA.bikestrategynetwork,SCHOOL_PR,,,,
MTA.bikestrategynetworkSCHOOL_SC,MTA.Bicycle,MTA.bikestrategynetwork,SCHOOL_SC,,,,
MTA.bikestrategynetworkEXBIKEN_SC,MTA.Bicycle,MTA.bikestrategynetwork,EXBIKEN_SC,,,,
MTA.bikestrategynetworkCOMM_CORR,MTA.Bicycle,MTA.bikestrategynetwork,COMM_CORR,,,,
MTA.bikestrategynetworkBK_SHARE,MTA.Bicycle,MTA.bikestrategynetwork,BK_SHARE,,,,
MTA.bikestrategynetworkBUS_BFR,MTA.Bicycle,MTA.bikestrategynetwork,BUS_BFR,,,,
MTA.bikestrategynetworkJOBS_DUN12,MTA.Bicycle,MTA.bikestrategynetwork,JOBS_DUN12,,,,
MTA.bikestrategynetworkPAVING,MTA.Bicycle,MTA.bikestrategynetwork,PAVING,,,,
MTA.bikestrategynetworkP_CAROWN,MTA.Bicycle,MTA.bikestrategynetwork,P_CAROWN,,,,
MTA.bikestrategynetworkBIKE_MS1,MTA.Bicycle,MTA.bikestrategynetwork,BIKE_MS1,,,,
MTA.bikestrategynetworkSCORE_ALL,MTA.Bicycle,MTA.bikestrategynetwork,SCORE_ALL,,,,
MTA.bikestrategynetworkCOLLISION,MTA.Bicycle,MTA.bikestrategynetwork,COLLISION,,,,
MTA.bikestrategynetworkBART_CT_BF,MTA.Bicycle,MTA.bikestrategynetwork,BART_CT_BF,,,,
MTA.bikestrategynetworkLARGE_DEV,MTA.Bicycle,MTA.bikestrategynetwork,LARGE_DEV,,,,
MTA.bikestrategynetworkSUP_DIST,MTA.Bicycle,MTA.bikestrategynetwork,SUP_DIST,,,,
MTA.bikestrategynetworkSCORE_PERC,MTA.Bicycle,MTA.bikestrategynetwork,SCORE_PERC,,,,
MTA.bikestrategynetworkSCORE_ALL2,MTA.Bicycle,MTA.bikestrategynetwork,SCORE_ALL2,,,,
MTA.bikestrategynetworkSCORE_PC2,MTA.Bicycle,MTA.bikestrategynetwork,SCORE_PC2,,,,
MTA.bikestrategynetworkCOMFORT,MTA.Bicycle,MTA.bikestrategynetwork,COMFORT,,,,
MTA.bikestrategynetworkSFBC_PRJCT,MTA.Bicycle,MTA.bikestrategynetwork,SFBC_PRJCT,,,,
MTA.bikestrategynetworkLS_PROJECT,MTA.Bicycle,MTA.bikestrategynetwork,LS_PROJECT,,,,
MTA.bikestrategynetworkCOLLEGE,MTA.Bicycle,MTA.bikestrategynetwork,COLLEGE,,,,
MTA.bikestrategynetworkBAC_PROJ,MTA.Bicycle,MTA.bikestrategynetwork,BAC_PROJ,,,,
MTA.bikestrategynetworkWORKSHP_PR,MTA.Bicycle,MTA.bikestrategynetwork,WORKSHP_PR,,,,
MTA.bikestrategynetworkDRAFT_PROJ,MTA.Bicycle,MTA.bikestrategynetwork,DRAFT_PROJ,,,,
MTA.bikestrategynetworkLOWINCOME,MTA.Bicycle,MTA.bikestrategynetwork,LOWINCOME,,,,
MTA.bikestrategynetworkMINORITY,MTA.Bicycle,MTA.bikestrategynetwork,MINORITY,,,,
MTA.bikestrategynetworkTIER,MTA.Bicycle,MTA.bikestrategynetwork,TIER,,,,
MTA.bikestrategynetworkCORR_STAT,MTA.Bicycle,MTA.bikestrategynetwork,CORR_STAT,,,,
MTA.bikestrategynetworkSHAPE,MTA.Bicycle,MTA.bikestrategynetwork,SHAPE,Do Not Publish,,,
MTA.bikestrategynetworkCREATED_USER,MTA.Bicycle,MTA.bikestrategynetwork,CREATED_USER,Do Not Publish,,,
MTA.bikestrategynetworkCREATED_DATE,MTA.Bicycle,MTA.bikestrategynetwork,CREATED_DATE,Do Not Publish,,,
MTA.bikestrategynetworkLAST_EDITED_USER,MTA.Bicycle,MTA.bikestrategynetwork,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikestrategynetworkLAST_EDITED_DATE,MTA.Bicycle,MTA.bikestrategynetwork,LAST_EDITED_DATE,Last Edited Date,,,
MTA.bikestrategynetworkSHAPE.LEN,MTA.Bicycle,MTA.bikestrategynetwork,SHAPE.LEN,Do Not Publish,,,
MTA.bikeshare_stationsOBJECTID,MTA.Bicycle,MTA.bikeshare_stations,OBJECTID,UID,,,
MTA.bikeshare_stationsSITE_ID,MTA.Bicycle,MTA.bikeshare_stations,SITE_ID,Site ID,, site ID,
MTA.bikeshare_stationsLONG_,MTA.Bicycle,MTA.bikeshare_stations,LONG_,Do not publish,,,
MTA.bikeshare_stationsLAT,MTA.Bicycle,MTA.bikeshare_stations,LAT,Do not publish,, latitude,
MTA.bikeshare_stationsSTATION_LO,MTA.Bicycle,MTA.bikeshare_stations,STATION_LO,Station Location,, station location,
MTA.bikeshare_stationsLOCATION_N,MTA.Bicycle,MTA.bikeshare_stations,LOCATION_N,Location Name,, previous location type,
MTA.bikeshare_stationsPHASE_IA,MTA.Bicycle,MTA.bikeshare_stations,PHASE_IA,Phase,,,
MTA.bikeshare_stationsSTATION_ID,MTA.Bicycle,MTA.bikeshare_stations,STATION_ID,Station ID,, station ID,
MTA.bikeshare_stationsSAN_FRANCI,MTA.Bicycle,MTA.bikeshare_stations,SAN_FRANCI,Site ID2,, site ID,
MTA.bikeshare_stationsALTA_DRAFT,MTA.Bicycle,MTA.bikeshare_stations,ALTA_DRAFT,ALTA_DRAFT,,,
MTA.bikeshare_stationsSFMTA_DRAF,MTA.Bicycle,MTA.bikeshare_stations,SFMTA_DRAF,SFMTA_DRAF,,,
MTA.bikeshare_stationsRND_1,MTA.Bicycle,MTA.bikeshare_stations,RND_1,RND_1,,,
MTA.bikeshare_stationsRND_2,MTA.Bicycle,MTA.bikeshare_stations,RND_2,RND_2,,,
MTA.bikeshare_stationsRND_3,MTA.Bicycle,MTA.bikeshare_stations,RND_3,RND_3,,,
MTA.bikeshare_stationsNOTES,MTA.Bicycle,MTA.bikeshare_stations,NOTES,Notes,, additional notes,
MTA.bikeshare_stationsPRESTAFFDA,MTA.Bicycle,MTA.bikeshare_stations,PRESTAFFDA,Do not publish,, Pre-Staff date that item was taken to,
MTA.bikeshare_stationsEDIT_DATE,MTA.Bicycle,MTA.bikeshare_stations,EDIT_DATE,Do not publish,, date last edited,
MTA.bikeshare_stationsEDIT_BY,MTA.Bicycle,MTA.bikeshare_stations,EDIT_BY,Do not publish,, last person to edit,
MTA.bikeshare_stationsSHAPE,MTA.Bicycle,MTA.bikeshare_stations,SHAPE,Do Not Publish,,,
MTA.bikeshare_stationsCREATED_USER,MTA.Bicycle,MTA.bikeshare_stations,CREATED_USER,Do Not Publish,,,
MTA.bikeshare_stationsCREATED_DATE,MTA.Bicycle,MTA.bikeshare_stations,CREATED_DATE,Do Not Publish,,,
MTA.bikeshare_stationsLAST_EDITED_USER,MTA.Bicycle,MTA.bikeshare_stations,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikeshare_stationsLAST_EDITED_DATE,MTA.Bicycle,MTA.bikeshare_stations,LAST_EDITED_DATE,Last Edited Date,,,
MTA.greenwave_signalsOBJECTID,MTA.Bicycle,MTA.greenwave_signals,OBJECTID,Object ID,,,
MTA.greenwave_signalsCNN,MTA.Bicycle,MTA.greenwave_signals,CNN,CNN ID,, Street intersection ID,
MTA.greenwave_signalsSTREET1,MTA.Bicycle,MTA.greenwave_signals,STREET1,Street 1,, cross street,
MTA.greenwave_signalsSTREET2,MTA.Bicycle,MTA.greenwave_signals,STREET2,Street 2,, cross street,
MTA.greenwave_signalsSTREET3,MTA.Bicycle,MTA.greenwave_signals,STREET3,Street 3,, cross street,
MTA.greenwave_signalsSTREET4,MTA.Bicycle,MTA.greenwave_signals,STREET4,Street 4,, cross street,
MTA.greenwave_signalsSIG_NUM,MTA.Bicycle,MTA.greenwave_signals,SIG_NUM,Signal Number,, signal number,
MTA.greenwave_signalsSYSTEM_NUM,MTA.Bicycle,MTA.greenwave_signals,SYSTEM_NUM,System Number,, system number for signals,
MTA.greenwave_signalsCREATED_USER,MTA.Bicycle,MTA.greenwave_signals,CREATED_USER,Do Not Publish,,,
MTA.greenwave_signalsCREATED_DATE,MTA.Bicycle,MTA.greenwave_signals,CREATED_DATE,Do Not Publish,,,
MTA.greenwave_signalsLAST_EDITED_USER,MTA.Bicycle,MTA.greenwave_signals,LAST_EDITED_USER,Do Not Publish,,,
MTA.greenwave_signalsLAST_EDITED_DATE,MTA.Bicycle,MTA.greenwave_signals,LAST_EDITED_DATE,Last Edited Date,,,
MTA.greenwave_streetsOBJECTID_1,MTA.Bicycle,MTA.greenwave_streets,OBJECTID_1,Object ID,,,
MTA.greenwave_streetsCNN,MTA.Bicycle,MTA.greenwave_streets,CNN,Do Not Publish,, Street intersection ID,
MTA.greenwave_streetsSTREET,MTA.Bicycle,MTA.greenwave_streets,STREET,Street Name,, street name,
MTA.greenwave_streetsST_TYPE,MTA.Bicycle,MTA.greenwave_streets,ST_TYPE,Street Type,, street type,
MTA.greenwave_streetsNHOOD,MTA.Bicycle,MTA.greenwave_streets,NHOOD,Neighborhood,, neighborhood,
MTA.greenwave_streetsCNNTEXT,MTA.Bicycle,MTA.greenwave_streets,CNNTEXT,CNN ID,, CNN as text field,
MTA.greenwave_streetsSTREETNAME,MTA.Bicycle,MTA.greenwave_streets,STREETNAME,Full Street,, Street name and street type,
MTA.greenwave_streetsCROSS_STRE,MTA.Bicycle,MTA.greenwave_streets,CROSS_STRE,Cross Street 1,,,
MTA.greenwave_streetsCROSS_ST_1,MTA.Bicycle,MTA.greenwave_streets,CROSS_ST_1,Cross Street 2,,,
MTA.greenwave_streetsSHAPE,MTA.Bicycle,MTA.greenwave_streets,SHAPE,Do Not Publish,,,
MTA.greenwave_streetsCREATED_USER,MTA.Bicycle,MTA.greenwave_streets,CREATED_USER,Do Not Publish,,,
MTA.greenwave_streetsCREATED_DATE,MTA.Bicycle,MTA.greenwave_streets,CREATED_DATE,Do Not Publish,,,
MTA.greenwave_streetsLAST_EDITED_USER,MTA.Bicycle,MTA.greenwave_streets,LAST_EDITED_USER,Do Not Publish,,,
MTA.greenwave_streetsLAST_EDITED_DATE,MTA.Bicycle,MTA.greenwave_streets,LAST_EDITED_DATE,Last Edited Date,,,
MTA.greenwave_streetsSHAPE.LEN,MTA.Bicycle,MTA.greenwave_streets,SHAPE.LEN,Do Not Publish,,,
MTA.bikewaynetworkOBJECTID_1,MTA.Bicycle,MTA.bikewaynetwork,OBJECTID_1,Object ID,,,
MTA.bikewaynetworkCNN,MTA.Bicycle,MTA.bikewaynetwork,CNN,CNN ID,, San Francisco's street centerline network unique ID,
MTA.bikewaynetworkSTREETNAME,MTA.Bicycle,MTA.bikewaynetwork,STREETNAME,Street Name,,,
MTA.bikewaynetworkTYPE,MTA.Bicycle,MTA.bikewaynetwork,TYPE,Street Type,, Street type,
MTA.bikewaynetworkFROM_ST,MTA.Bicycle,MTA.bikewaynetwork,FROM_ST,From Street,, One end of the block,
MTA.bikewaynetworkTO_ST,MTA.Bicycle,MTA.bikewaynetwork,TO_ST,To Street,, One end of the block,
MTA.bikewaynetworkFACILITY_T,MTA.Bicycle,MTA.bikewaynetwork,FACILITY_T,Facility Type,," Identifies the bikeway facility based on national bikeway functional classification (BIKE ROUTE, BIKE LANE, or BIKE PATH)",
MTA.bikewaynetworkYEAR_INSTA,MTA.Bicycle,MTA.bikewaynetwork,YEAR_INSTA,Year Installed,,,
MTA.bikewaynetworkDIRECT,MTA.Bicycle,MTA.bikewaynetwork,DIRECT,Number of Directions,, Number of directions on that block (1W or 2W),
MTA.bikewaynetworkSHAPE_LENG,MTA.Bicycle,MTA.bikewaynetwork,SHAPE_LENG,Length Feet,, Length of feature in feet,
MTA.bikewaynetworkSURFACE_TR,MTA.Bicycle,MTA.bikewaynetwork,SURFACE_TR,Surface Treatments,, Additional surface treatments,
MTA.bikewaynetworkBARRIER,MTA.Bicycle,MTA.bikewaynetwork,BARRIER,Barrier Type,," Identifies the barrier type for separated bikeways (CONCRETE, PARKING, SAFE HIT POSTS)",
MTA.bikewaynetworkINNOVATIVE,MTA.Bicycle,MTA.bikewaynetwork,INNOVATIVE,Innovative Treatments,," Additional innovative treatments (BACK IN ANGLE PARKING, GREEN WAVE, BIKE BOULEVARD, SEPARATED BIKEWAY, BUFFERED BIKE LANE, WIGGLE IMPROVEMENTS)",
MTA.bikewaynetworkNOTES,MTA.Bicycle,MTA.bikewaynetwork,NOTES,Notes,,,
MTA.bikewaynetworkDIR,MTA.Bicycle,MTA.bikewaynetwork,DIR,Direction,,Direction that the facility travels in --CONTRAFLOW - 1 = facility travels in opposite direction of vehicular flow,
MTA.bikewaynetworkDOUBLE,MTA.Bicycle,MTA.bikewaynetwork,DOUBLE,Double,, 0 = one side of the street,
MTA.bikewaynetworkFY,MTA.Bicycle,MTA.bikewaynetwork,FY,Fiscal Year Installed,, Fiscal year feature was installed,
MTA.bikewaynetworkQTR,MTA.Bicycle,MTA.bikewaynetwork,QTR,Fiscal Quarter Installed,, Fiscal quarter feature was installed,
MTA.bikewaynetworkSTREET_,MTA.Bicycle,MTA.bikewaynetwork,STREET_,Full Street,, Street name and type in proper case,
MTA.bikewaynetworkLENGTH,MTA.Bicycle,MTA.bikewaynetwork,LENGTH,Length Miles,, Length of feature in miles,
MTA.bikewaynetworkNUMBER_,MTA.Bicycle,MTA.bikewaynetwork,NUMBER_,Bike Route Number,,,
MTA.bikewaynetworkSHARROW,MTA.Bicycle,MTA.bikewaynetwork,SHARROW,Sharrow,, 1 = at least one sharrow present,
MTA.bikewaynetworkUPDATE_YR,MTA.Bicycle,MTA.bikewaynetwork,UPDATE_YR,Last Upgraded,, When feature was last upgraded,
MTA.bikewaynetworkSM_SWEEPER,MTA.Bicycle,MTA.bikewaynetwork,SM_SWEEPER,Small Street Sweeper Needed,,,
MTA.bikewaynetworkCONTRAFLOW,MTA.Bicycle,MTA.bikewaynetwork,CONTRAFLOW,Contraflow,,,
MTA.bikewaynetworkOBJECTID,MTA.Bicycle,MTA.bikewaynetwork,OBJECTID,Object ID,,,
MTA.bikewaynetworkSHAPE,MTA.Bicycle,MTA.bikewaynetwork,SHAPE,Do Not Publish,,,
MTA.bikewaynetworkCREATED_USER,MTA.Bicycle,MTA.bikewaynetwork,CREATED_USER,Do Not Publish,,,
MTA.bikewaynetworkINSTALL_YR,MTA.Bicycle,MTA.bikewaynetwork,INSTALL_YR,Install Year,,,
MTA.bikewaynetworkINSTALL_MO,MTA.Bicycle,MTA.bikewaynetwork,INSTALL_MO,Install Month,,,
